entrance_epoch_time,exit_epoch_time,trial_id,exit_gate_id,datetime,bird_id,bg1,bg2,fg1,fg2,bird_name,phenotype,sex,mass_g,age_days
1744116056.5577395,1744116056.562343,2,left,2025-04-08T12:40:56Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1744118813.6309376,1744118814.4006195,4,right,2025-04-08T13:26:53Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744120565.9343362,1744120566.7767608,8,left,2025-04-08T13:56:05Z,33,dark,dark,black,white,Moth-Man II,pied,male,19.3,685
1744121323.0797691,1744121323.3495302,7,left,2025-04-08T14:08:43Z,59,light,light,black,white,NA,pied,female,NA,617
1744124534.2402332,1744124534.2534726,8,left,2025-04-08T15:02:14Z,52,dark,dark,black,white,Trumpet,cfw,male,20.9,645
1744619535.0527363,1744619536.3798668,8,left,2025-04-14T08:32:15Z,34,dark,dark,black,white,Orca,wt,female,17.8,684
1744620569.611028,1744620570.1482818,8,left,2025-04-14T08:49:29Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744620621.380186,1744620621.8808,7,left,2025-04-14T08:50:21Z,59,light,light,black,white,NA,pied,female,NA,617
1744620794.6121235,1744620794.9453232,7,left,2025-04-14T08:53:14Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744621139.7216527,1744621139.9621308,7,left,2025-04-14T08:58:59Z,24,light,light,black,white,Kingsnakes,wt,male,20.7,1003
1744621677.1573465,1744621677.6077704,3,left,2025-04-14T09:07:57Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1744621743.6648104,1744621744.528122,4,left,2025-04-14T09:09:03Z,3,dark,light,black,black,Magpie,wt,male,NA,1879
1744621751.2899714,1744621751.9361317,4,left,2025-04-14T09:09:11Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744621757.3305168,1744621757.6976123,4,left,2025-04-14T09:09:17Z,53,dark,light,black,black,Porpose,wt,female,NA,639
1744621800.7551565,1744621801.079054,4,left,2025-04-14T09:10:00Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744621828.3142877,1744621829.3453348,3,left,2025-04-14T09:10:28Z,46,light,dark,black,black,NA,fawn,female,17.7,656
1744621851.4056575,1744621851.6402953,3,left,2025-04-14T09:10:51Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1744622073.7758756,1744622075.0310984,4,left,2025-04-14T09:14:33Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744622108.374925,1744622108.4559782,4,left,2025-04-14T09:15:08Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744622127.4905076,1744622128.373438,3,left,2025-04-14T09:15:27Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1744622146.4755547,1744622146.838701,4,left,2025-04-14T09:15:46Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744622253.4655488,1744622253.6466649,3,left,2025-04-14T09:17:33Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1744622308.997892,1744622309.3055534,3,left,2025-04-14T09:18:28Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1744622405.629969,1744622405.8035543,4,left,2025-04-14T09:20:05Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744622678.642265,1744622678.7835937,4,left,2025-04-14T09:24:38Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744623047.6091795,1744623047.7929084,3,left,2025-04-14T09:30:47Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1744625110.656723,1744625110.8575003,1,right,2025-04-14T10:05:10Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1744625897.4671323,1744625897.6735308,1,left,2025-04-14T10:18:17Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1744626121.7114694,1744626121.9207456,2,left,2025-04-14T10:22:01Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1744626136.564494,1744626136.6501503,2,left,2025-04-14T10:22:16Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1744626136.970162,1744626137.118189,1,left,2025-04-14T10:22:16Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1744626201.3503404,1744626201.5903103,2,left,2025-04-14T10:23:21Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1744626293.3651488,1744626293.918044,1,left,2025-04-14T10:24:53Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1744629419.321833,1744629419.8266113,1,left,2025-04-14T11:16:59Z,20,light,dark,white,white,NA,cfw,male,21.4,1027
1744630141.3578646,1744630141.439104,4,left,2025-04-14T11:29:01Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744630248.3953574,1744630248.5425916,4,left,2025-04-14T11:30:48Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744630277.240854,1744630277.4320176,3,left,2025-04-14T11:31:17Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1744791812.3462677,1744791812.5500972,8,left,2025-04-16T08:23:32Z,24,dark,dark,black,white,Kingsnakes,wt,male,20.7,1003
1744792418.7160077,1744792419.0873065,8,left,2025-04-16T08:33:38Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744792424.5432966,1744792425.2341936,8,left,2025-04-16T08:33:44Z,45,dark,dark,black,white,Beluga,cfw,male,14.7,656
1744792453.8181925,1744792454.035159,7,left,2025-04-16T08:34:13Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744792574.2723448,1744792574.394613,8,left,2025-04-16T08:36:14Z,29,dark,dark,black,white,Spadefish,wt,male,17.1,987
1744792838.151837,1744792838.337216,7,left,2025-04-16T08:40:38Z,34,light,light,black,white,Orca,wt,female,17.8,684
1744792841.3292966,1744792841.5337894,8,left,2025-04-16T08:40:41Z,52,dark,dark,black,white,Trumpet,cfw,male,20.9,645
1744794505.894547,1744794506.5164208,3,left,2025-04-16T09:08:25Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1744794608.040711,1744794608.5817463,4,left,2025-04-16T09:10:08Z,59,dark,light,black,black,NA,pied,female,NA,617
1744794608.7125378,1744794608.9990082,3,left,2025-04-16T09:10:08Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1744794866.845165,1744794866.9906046,3,left,2025-04-16T09:14:26Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1744794890.882435,1744794891.1354125,3,left,2025-04-16T09:14:50Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1744795131.550737,1744795131.8633928,3,left,2025-04-16T09:18:51Z,45,light,dark,black,black,Beluga,cfw,male,14.7,656
1744795357.2939365,1744795357.5534556,8,left,2025-04-16T09:22:37Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744795369.0048332,1744795370.2891312,7,left,2025-04-16T09:22:49Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744795391.2027376,1744795391.30362,8,left,2025-04-16T09:23:11Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744795473.3997436,1744795474.50906,7,left,2025-04-16T09:24:33Z,14,light,light,black,white,Badger,bc,male,20.3,1081
1744795557.4317894,1744795557.5515587,7,left,2025-04-16T09:25:57Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744795608.3614523,1744795608.3627052,7,left,2025-04-16T09:26:48Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744795718.2719495,1744795718.448469,8,left,2025-04-16T09:28:38Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744795730.0117502,1744795730.469895,8,left,2025-04-16T09:28:50Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744795790.741096,1744795791.0731936,7,left,2025-04-16T09:29:50Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744795801.022034,1744795801.2211623,7,left,2025-04-16T09:30:01Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744795851.4242454,1744795851.7478366,7,left,2025-04-16T09:30:51Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744795892.615394,1744795892.8964703,8,left,2025-04-16T09:31:32Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744796055.7386754,1744796055.864783,7,left,2025-04-16T09:34:15Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744796066.906568,1744796066.9376292,8,left,2025-04-16T09:34:26Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744796295.9949317,1744796296.186305,8,left,2025-04-16T09:38:15Z,35,dark,dark,black,white,NA,cfw,female,16.7,684
1744796317.1914966,1744796317.3502192,8,left,2025-04-16T09:38:37Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744796343.9231658,1744796344.3357987,8,right,2025-04-16T09:39:03Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744796368.0319636,1744796368.2423732,7,left,2025-04-16T09:39:28Z,45,light,light,black,white,Beluga,cfw,male,14.7,656
1744796745.659331,1744796746.3006942,8,left,2025-04-16T09:45:45Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744796817.9958878,1744796819.0154514,8,right,2025-04-16T09:46:57Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744796826.7246466,1744796827.2179875,7,left,2025-04-16T09:47:06Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744796907.008791,1744796907.183921,8,left,2025-04-16T09:48:27Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744796921.0162094,1744796921.1751387,8,left,2025-04-16T09:48:41Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744797403.469897,1744797403.6543927,7,left,2025-04-16T09:56:43Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744797406.089475,1744797406.181886,7,left,2025-04-16T09:56:46Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744797422.427206,1744797423.6250622,7,left,2025-04-16T09:57:02Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744800337.5993116,1744800337.6782105,6,left,2025-04-16T10:45:37Z,22,dark,dark,white,black,Zebra,wt,male,19.1,1023
1744800922.4911122,1744800923.0419977,6,left,2025-04-16T10:55:22Z,NA,dark,dark,white,black,NA,NA,NA,NA,NA
1744801003.6541104,1744801003.912115,5,left,2025-04-16T10:56:43Z,NA,light,light,white,black,NA,NA,NA,NA,NA
1744801148.0390203,1744801149.240299,6,left,2025-04-16T10:59:08Z,14,dark,dark,white,black,Badger,bc,male,20.3,1081
1744801207.2415304,1744801207.4441032,6,left,2025-04-16T11:00:07Z,NA,dark,dark,white,black,NA,NA,NA,NA,NA
1744801269.9691546,1744801270.1865275,6,left,2025-04-16T11:01:09Z,NA,dark,dark,white,black,NA,NA,NA,NA,NA
1744801276.8613174,1744801277.0203087,5,left,2025-04-16T11:01:16Z,NA,light,light,white,black,NA,NA,NA,NA,NA
1744802062.7726543,1744802062.9219978,7,left,2025-04-16T11:14:22Z,1,light,light,black,white,Cow,wt,male,18.4,2506
1744802129.484511,1744802129.7883358,8,right,2025-04-16T11:15:29Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744802277.2770357,1744802278.202123,8,left,2025-04-16T11:17:57Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744802301.515598,1744802301.8585682,8,left,2025-04-16T11:18:21Z,45,dark,dark,black,white,Beluga,cfw,male,14.7,656
1744803234.5270443,1744803234.7482958,7,left,2025-04-16T11:33:54Z,59,light,light,black,white,NA,pied,female,NA,617
1744803324.0553384,1744803324.19932,7,left,2025-04-16T11:35:24Z,24,light,light,black,white,Kingsnakes,wt,male,20.7,1003
1744803460.2739117,1744803460.8247204,8,left,2025-04-16T11:37:40Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744803514.2132015,1744803514.3680737,7,left,2025-04-16T11:38:34Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744803531.566332,1744803531.677076,8,left,2025-04-16T11:38:51Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744803712.1494472,1744803712.4040072,8,left,2025-04-16T11:41:52Z,5,dark,dark,black,white,Mango,bc,female,21.1,1796
1744804092.9424171,1744804093.0870714,8,left,2025-04-16T11:48:12Z,45,dark,dark,black,white,Beluga,cfw,male,14.7,656
1744804293.4811983,1744804293.7090385,7,left,2025-04-16T11:51:33Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744804293.9427593,1744804294.105688,8,left,2025-04-16T11:51:33Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744804358.202092,1744804359.3146057,8,left,2025-04-16T11:52:38Z,2,dark,dark,black,white,Sheep,bc,male,20.8,2496
1744804359.7785938,1744804359.937945,7,left,2025-04-16T11:52:39Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744804813.5353386,1744804814.300813,7,left,2025-04-16T12:00:13Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744804873.4874246,1744804873.9180725,7,left,2025-04-16T12:01:13Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744805051.3931794,1744805051.6628592,8,left,2025-04-16T12:04:11Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744805130.440396,1744805130.5324924,8,left,2025-04-16T12:05:30Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744806983.103225,1744806983.6912923,3,left,2025-04-16T12:36:23Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1744807000.4952693,1744807000.7351458,4,left,2025-04-16T12:36:40Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744807008.4272718,1744807009.1657486,4,left,2025-04-16T12:36:48Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744807103.0823224,1744807103.3913026,3,left,2025-04-16T12:38:23Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1744807154.748222,1744807154.789317,4,left,2025-04-16T12:39:14Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744807271.6563797,1744807271.707746,3,left,2025-04-16T12:41:11Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1744807355.5538723,1744807355.702587,4,left,2025-04-16T12:42:35Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744807361.6347823,1744807361.755517,3,left,2025-04-16T12:42:41Z,45,light,dark,black,black,Beluga,cfw,male,14.7,656
1744807363.8856618,1744807364.0547028,4,left,2025-04-16T12:42:43Z,4,dark,light,black,black,Ptarmigan,cfw,female,18.1,1879
1744807493.5517964,1744807493.5953083,4,left,2025-04-16T12:44:53Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744807497.0667975,1744807497.1371686,3,left,2025-04-16T12:44:57Z,45,light,dark,black,black,Beluga,cfw,male,14.7,656
1744808943.757151,1744808944.4170296,4,left,2025-04-16T13:09:03Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744809063.562336,1744809064.2319813,4,left,2025-04-16T13:11:03Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744809229.1849265,1744809230.4537668,4,left,2025-04-16T13:13:49Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744877221.7188215,1744877221.8937972,1,left,2025-04-17T08:07:01Z,45,light,dark,white,white,Beluga,cfw,male,14.7,656
1744877232.6300404,1744877232.8045423,2,left,2025-04-17T08:07:12Z,14,dark,light,white,white,Badger,bc,male,20.3,1081
1744877305.7066827,1744877306.0552003,1,right,2025-04-17T08:08:25Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1744878311.6378653,1744878311.8598106,2,left,2025-04-17T08:25:11Z,14,dark,light,white,white,Badger,bc,male,20.3,1081
1744878395.2663832,1744878395.6867588,1,right,2025-04-17T08:26:35Z,45,light,dark,white,white,Beluga,cfw,male,14.7,656
1744878416.359639,1744878416.5349076,1,left,2025-04-17T08:26:56Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1744878478.9167757,1744878479.3164268,1,left,2025-04-17T08:27:58Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1744878537.4973736,1744878537.699936,1,left,2025-04-17T08:28:57Z,50,light,dark,white,white,Skunk,wt,male,24.7,649
1744879368.7734902,1744879368.9416394,4,left,2025-04-17T08:42:48Z,14,dark,light,black,black,Badger,bc,male,20.3,1081
1744879414.6971328,1744879414.8512754,3,left,2025-04-17T08:43:34Z,45,light,dark,black,black,Beluga,cfw,male,14.7,656
1744879454.6723902,1744879454.977769,4,left,2025-04-17T08:44:14Z,55,dark,light,black,black,NA,cfw,female,NA,639
1744879531.8722217,1744879532.1171432,4,left,2025-04-17T08:45:31Z,14,dark,light,black,black,Badger,bc,male,20.3,1081
1744879532.5070443,1744879532.71545,3,left,2025-04-17T08:45:32Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1744879560.0463178,1744879560.4598217,3,left,2025-04-17T08:46:00Z,14,light,dark,black,black,Badger,bc,male,20.3,1081
1744879570.8672345,1744879571.0528011,3,left,2025-04-17T08:46:10Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1744879571.3921597,1744879571.5553515,4,left,2025-04-17T08:46:11Z,30,dark,light,black,black,Guinness,cfw,female,16.8,1185
1744879688.3492422,1744879688.5788734,3,left,2025-04-17T08:48:08Z,59,light,dark,black,black,NA,pied,female,NA,617
1744879688.809133,1744879688.9451735,4,left,2025-04-17T08:48:08Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744879691.1283746,1744879691.3044164,4,left,2025-04-17T08:48:11Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1744879775.7633562,1744879775.960121,3,left,2025-04-17T08:49:35Z,11,light,dark,black,black,Dinner,pied,female,22.3,1296
1744879777.9644678,1744879778.1315334,3,left,2025-04-17T08:49:37Z,14,light,dark,black,black,Badger,bc,male,20.3,1081
1744879826.2513044,1744879826.5644894,3,left,2025-04-17T08:50:26Z,51,light,dark,black,black,Puffin,wt,male,NA,645
1744879835.5307665,1744879835.7132635,3,left,2025-04-17T08:50:35Z,45,light,dark,black,black,Beluga,cfw,male,14.7,656
1744879865.5454895,1744879866.5968878,4,left,2025-04-17T08:51:05Z,14,dark,light,black,black,Badger,bc,male,20.3,1081
1744879889.1840754,1744879890.3939674,3,left,2025-04-17T08:51:29Z,45,light,dark,black,black,Beluga,cfw,male,14.7,656
1744879958.0871136,1744879958.3351443,4,left,2025-04-17T08:52:38Z,4,dark,light,black,black,Ptarmigan,cfw,female,18.1,1879
1744880072.6182404,1744880072.8382518,3,left,2025-04-17T08:54:32Z,14,light,dark,black,black,Badger,bc,male,20.3,1081
1744880145.8017032,1744880146.7539098,4,left,2025-04-17T08:55:45Z,28,dark,light,black,black,Colobus,wt,male,17,988
1744880486.7437966,1744880486.8992794,4,left,2025-04-17T09:01:26Z,14,dark,light,black,black,Badger,bc,male,20.3,1081
1744880688.481284,1744880689.462549,3,left,2025-04-17T09:04:48Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1744881253.0444846,1744881253.5868764,1,left,2025-04-17T09:14:13Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1744881521.1534686,1744881522.0899053,1,right,2025-04-17T09:18:41Z,33,light,dark,white,white,Moth-Man II,pied,male,19.3,685
1744881682.4995143,1744881683.3859098,1,left,2025-04-17T09:21:22Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1744882114.8071432,1744882114.9489286,1,left,2025-04-17T09:28:34Z,28,light,dark,white,white,Colobus,wt,male,17,988
1744882259.6448553,1744882259.8229244,2,left,2025-04-17T09:30:59Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1744882602.3277376,1744882602.6304083,2,left,2025-04-17T09:36:42Z,14,dark,light,white,white,Badger,bc,male,20.3,1081
1744882732.1376936,1744882732.3273067,1,left,2025-04-17T09:38:52Z,2,light,dark,white,white,Sheep,bc,male,20.8,2496
1744882781.6580553,1744882782.6516242,2,left,2025-04-17T09:39:41Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1744882844.7570744,1744882845.4554548,2,left,2025-04-17T09:40:44Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1744882940.7707326,1744882941.117711,2,left,2025-04-17T09:42:20Z,22,dark,light,white,white,Zebra,wt,male,19.1,1023
1744883682.3535702,1744883682.8724873,7,left,2025-04-17T09:54:42Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744883830.7695203,1744883831.1176224,7,left,2025-04-17T09:57:10Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744883901.9046628,1744883902.0241215,8,left,2025-04-17T09:58:21Z,2,dark,dark,black,white,Sheep,bc,male,20.8,2496
1744883984.5646057,1744883984.6236053,8,right,2025-04-17T09:59:44Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744884063.131647,1744884064.37709,7,left,2025-04-17T10:01:03Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744884088.4821188,1744884088.8399882,7,left,2025-04-17T10:01:28Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744884403.029193,1744884404.31699,7,left,2025-04-17T10:06:43Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744884630.0112865,1744884630.1602206,8,left,2025-04-17T10:10:30Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744884655.2428715,1744884655.4047935,8,left,2025-04-17T10:10:55Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744884841.0131657,1744884841.2684898,7,left,2025-04-17T10:14:01Z,43,light,light,black,white,NA,wt,male,17.1,660
1744884847.927287,1744884849.26853,8,left,2025-04-17T10:14:07Z,58,dark,dark,black,white,NA,cfw,male,NA,623
1744884868.490361,1744884868.709133,7,left,2025-04-17T10:14:28Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744884887.971947,1744884888.1539056,7,left,2025-04-17T10:14:47Z,45,light,light,black,white,Beluga,cfw,male,14.7,656
1744885113.275312,1744885113.5497017,7,left,2025-04-17T10:18:33Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744885274.971977,1744885275.3846734,7,left,2025-04-17T10:21:14Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744885299.4646034,1744885299.7780082,8,left,2025-04-17T10:21:39Z,2,dark,dark,black,white,Sheep,bc,male,20.8,2496
1744885390.084979,1744885390.1523695,8,left,2025-04-17T10:23:10Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744885436.1049154,1744885436.5275886,7,left,2025-04-17T10:23:56Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744885543.397827,1744885543.7014885,7,left,2025-04-17T10:25:43Z,51,light,light,black,white,Puffin,wt,male,NA,645
1744885643.738099,1744885643.9002097,8,left,2025-04-17T10:27:23Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1744885726.50444,1744885726.752821,7,left,2025-04-17T10:28:46Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744886061.1782012,1744886061.340377,8,left,2025-04-17T10:34:21Z,45,dark,dark,black,white,Beluga,cfw,male,14.7,656
1744886118.119797,1744886119.2911282,8,left,2025-04-17T10:35:18Z,35,dark,dark,black,white,NA,cfw,female,16.7,684
1744886819.1918144,1744886819.6324043,7,left,2025-04-17T10:46:59Z,22,light,light,black,white,Zebra,wt,male,19.1,1023
1744886888.1933432,1744886888.5964186,7,left,2025-04-17T10:48:08Z,22,light,light,black,white,Zebra,wt,male,19.1,1023
1744887031.7015104,1744887032.6648057,7,left,2025-04-17T10:50:31Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744887520.544212,1744887520.8921697,8,left,2025-04-17T10:58:40Z,50,dark,dark,black,white,Skunk,wt,male,24.7,649
1744887819.3380651,1744887819.5389824,7,left,2025-04-17T11:03:39Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1744888441.328006,1744888441.6641624,2,left,2025-04-17T11:14:01Z,33,dark,light,white,white,Moth-Man II,pied,male,19.3,685
1744888613.8363006,1744888614.6717792,1,right,2025-04-17T11:16:53Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1744889402.6853611,1744889402.8977866,1,left,2025-04-17T11:30:02Z,46,light,dark,white,white,NA,fawn,female,17.7,656
1744889671.3131952,1744889671.5104082,2,left,2025-04-17T11:34:31Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1744889791.6851454,1744889793.1558034,2,left,2025-04-17T11:36:31Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1744890293.182009,1744890293.4344225,5,left,2025-04-17T11:44:53Z,51,light,light,white,black,Puffin,wt,male,NA,645
1744890937.1531415,1744890937.9593484,6,right,2025-04-17T11:55:37Z,NA,dark,dark,white,black,NA,NA,NA,NA,NA
1744891120.0723605,1744891120.9746752,5,right,2025-04-17T11:58:40Z,NA,light,light,white,black,NA,NA,NA,NA,NA
1745311229.994028,1745311230.4956455,1,left,2025-04-22T08:40:29Z,1,light,dark,white,white,Cow,wt,male,18.4,2506
1745311487.598454,1745311488.0992837,1,left,2025-04-22T08:44:47Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745311488.9159634,1745311489.4162762,2,right,2025-04-22T08:44:48Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745311939.624773,1745311940.1257384,2,left,2025-04-22T08:52:19Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745312178.8531563,1745312179.3535967,1,left,2025-04-22T08:56:18Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745313088.4751065,1745313088.9754305,1,left,2025-04-22T09:11:28Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745313091.819558,1745313092.320036,1,right,2025-04-22T09:11:31Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745313114.7645571,1745313115.265341,2,left,2025-04-22T09:11:54Z,4,dark,light,white,white,Ptarmigan,cfw,female,18.1,1879
1745313201.2880747,1745313201.788376,1,left,2025-04-22T09:13:21Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745313421.4329464,1745313421.9339423,1,left,2025-04-22T09:17:01Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745313499.2897892,1745313499.7906206,2,right,2025-04-22T09:18:19Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745313502.3945577,1745313502.894844,1,right,2025-04-22T09:18:22Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745313581.860206,1745313582.361159,1,left,2025-04-22T09:19:41Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745313858.0018427,1745313858.502154,1,right,2025-04-22T09:24:18Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745314720.640695,1745314721.1416223,8,left,2025-04-22T09:38:40Z,42,dark,dark,black,white,Tapir,wt,female,18.8,663
1745314725.0901566,1745314725.5904398,7,left,2025-04-22T09:38:45Z,10,light,light,black,white,Penguin,NA,male,19.8,1296
1745314733.6249592,1745314734.1262257,7,right,2025-04-22T09:38:53Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1745314738.4473808,1745314738.9476736,7,right,2025-04-22T09:38:58Z,35,light,light,black,white,NA,cfw,female,16.7,684
1745314798.4164977,1745314798.917266,8,right,2025-04-22T09:39:58Z,28,dark,dark,black,white,Colobus,wt,male,17,988
1745314957.7958858,1745314958.2961907,8,left,2025-04-22T09:42:37Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1745314971.4824407,1745314971.982742,7,left,2025-04-22T09:42:51Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1745314996.9604142,1745314997.4611828,7,left,2025-04-22T09:43:16Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1745315590.7315176,1745315591.2322905,8,left,2025-04-22T09:53:10Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1745315671.9302735,1745315672.4314845,7,left,2025-04-22T09:54:31Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1745316116.8299508,1745316117.330772,8,left,2025-04-22T10:01:56Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1745316360.962462,1745316361.4627435,8,left,2025-04-22T10:06:00Z,48,dark,dark,black,white,Raccoon,wt,NA,19.6,656
