entrance_epoch_time,exit_epoch_time,trial_id,exit_gate_id,datetime,bird_id,bg1,bg2,fg1,fg2,bird_name,phenotype,sex,mass_g,age_days
1745316364.01794,1745316364.5182216,8,right,2025-04-22T10:06:04Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1745317159.3438685,1745317159.844703,5,left,2025-04-22T10:19:19Z,NA,light,light,white,black,NA,NA,NA,NA,NA
1745317453.8102531,1745317454.310557,5,left,2025-04-22T10:24:13Z,NA,light,light,white,black,NA,NA,NA,NA,NA
1745317479.2405505,1745317479.740924,5,left,2025-04-22T10:24:39Z,22,light,light,white,black,Zebra,wt,male,19.1,1023
1745317487.0473075,1745317487.5480793,6,left,2025-04-22T10:24:47Z,51,dark,dark,white,black,Puffin,wt,male,NA,645
1745317492.5590973,1745317493.059874,6,right,2025-04-22T10:24:52Z,NA,dark,dark,white,black,NA,NA,NA,NA,NA
1745317826.1463137,1745317826.6466074,5,right,2025-04-22T10:30:26Z,NA,light,light,white,black,NA,NA,NA,NA,NA
1745317942.612049,1745317943.112348,5,right,2025-04-22T10:32:22Z,24,light,light,white,black,Kingsnakes,wt,male,20.7,1003
1745318217.167629,1745318217.668306,5,right,2025-04-22T10:36:57Z,36,light,light,white,black,Feathers McGraw,wt,male,17.6,676
1745318223.1735797,1745318223.6744962,6,left,2025-04-22T10:37:03Z,NA,dark,dark,white,black,NA,NA,NA,NA,NA
1745318225.626685,1745318226.126968,6,left,2025-04-22T10:37:05Z,NA,dark,dark,white,black,NA,NA,NA,NA,NA
1745321151.615642,1745321152.115946,8,right,2025-04-22T11:25:51Z,53,dark,dark,black,white,Porpose,wt,female,NA,639
1745321544.2405453,1745321544.7408369,7,left,2025-04-22T11:32:24Z,52,light,light,black,white,Trumpet,cfw,male,20.9,645
1745322209.7912116,1745322210.2915092,7,left,2025-04-22T11:43:29Z,2,light,light,black,white,Sheep,bc,male,20.8,2496
1745322358.1738293,1745322358.67482,7,right,2025-04-22T11:45:58Z,42,light,light,black,white,Tapir,wt,female,18.8,663
1745322362.0036335,1745322362.503926,8,left,2025-04-22T11:46:02Z,10,dark,dark,black,white,Penguin,NA,male,19.8,1296
1745324989.8252609,1745324990.3268282,2,left,2025-04-22T12:29:49Z,54,dark,light,white,white,NA,wt,male,NA,639
1745325027.35925,1745325027.8595707,1,left,2025-04-22T12:30:27Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745325597.3305628,1745325597.8309388,2,right,2025-04-22T12:39:57Z,24,dark,light,white,white,Kingsnakes,wt,male,20.7,1003
1745325603.1735132,1745325603.6743217,2,left,2025-04-22T12:40:03Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745326092.7122068,1745326093.2125022,1,left,2025-04-22T12:48:12Z,52,light,dark,white,white,Trumpet,cfw,male,20.9,645
1745326329.4010198,1745326329.9018247,2,left,2025-04-22T12:52:09Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745326359.020481,1745326359.5212636,1,right,2025-04-22T12:52:39Z,48,light,dark,white,white,Raccoon,wt,NA,19.6,656
1745326365.4165182,1745326365.9171357,1,left,2025-04-22T12:52:45Z,45,light,dark,white,white,Beluga,cfw,male,14.7,656
1745326383.7430627,1745326384.244054,2,left,2025-04-22T12:53:03Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745326815.5320935,1745326816.0330455,5,left,2025-04-22T13:00:15Z,2,light,light,white,black,Sheep,bc,male,20.8,2496
1745326885.3322978,1745326885.8326414,6,left,2025-04-22T13:01:25Z,45,dark,dark,white,black,Beluga,cfw,male,14.7,656
1745326951.235601,1745326951.7363758,6,left,2025-04-22T13:02:31Z,58,dark,dark,white,black,NA,cfw,male,NA,623
1745327029.2455952,1745327029.74637,5,left,2025-04-22T13:03:49Z,36,light,light,white,black,Feathers McGraw,wt,male,17.6,676
1745327039.4040835,1745327039.9052153,6,right,2025-04-22T13:03:59Z,52,dark,dark,white,black,Trumpet,cfw,male,20.9,645
1745327765.0123055,1745327765.513016,6,left,2025-04-22T13:16:05Z,3,dark,dark,white,black,Magpie,wt,male,NA,1879
1745327792.4260414,1745327792.9263377,6,left,2025-04-22T13:16:32Z,NA,dark,dark,white,black,NA,NA,NA,NA,NA
1745328521.1232398,1745328521.6235435,6,left,2025-04-22T13:28:41Z,NA,dark,dark,white,black,NA,NA,NA,NA,NA
1745328563.6182804,1745328564.118576,5,left,2025-04-22T13:29:23Z,NA,light,light,white,black,NA,NA,NA,NA,NA
1745328798.5529811,1745328799.0541036,6,left,2025-04-22T13:33:18Z,34,dark,dark,white,black,Orca,wt,female,17.8,684
1745329064.1465862,1745329064.647855,5,left,2025-04-22T13:37:44Z,NA,light,light,white,black,NA,NA,NA,NA,NA
1745329088.2604487,1745329088.7612972,5,right,2025-04-22T13:38:08Z,20,light,light,white,black,NA,cfw,male,21.4,1027
1745329373.9996104,1745329374.4999075,6,left,2025-04-22T13:42:53Z,16,dark,dark,white,black,Lemur,lb,male,17.3,1052
1745330995.1518188,1745330995.6521144,2,right,2025-04-22T14:09:55Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745331001.479718,1745331001.9804935,1,left,2025-04-22T14:10:01Z,10,light,dark,white,white,Penguin,NA,male,19.8,1296
1745331006.4494946,1745331006.9497838,1,left,2025-04-22T14:10:06Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745331081.3442097,1745331081.8444989,2,left,2025-04-22T14:11:21Z,53,dark,light,white,white,Porpose,wt,female,NA,639
1745331108.5459852,1745331109.0462852,1,right,2025-04-22T14:11:48Z,15,light,dark,white,white,Albatross,bc,male,21.3,1080
1745331110.9992857,1745331111.4995785,2,right,2025-04-22T14:11:50Z,1,dark,light,white,white,Cow,wt,male,18.4,2506
1745332632.46551,1745332632.96585,1,left,2025-04-22T14:37:12Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745332639.890028,1745332640.3906977,2,left,2025-04-22T14:37:19Z,2,dark,light,white,white,Sheep,bc,male,20.8,2496
1745404462.8110209,1745404462.898744,2,left,2025-04-23T10:34:22Z,22,dark,light,white,white,Zebra,wt,male,19.1,1023
1745405683.4285614,1745405683.608904,2,left,2025-04-23T10:54:43Z,45,dark,light,white,white,Beluga,cfw,male,14.7,656
1745410262.124076,1745410262.627274,3,left,2025-04-23T12:11:02Z,50,light,dark,black,black,Skunk,wt,male,24.7,649
1745410497.9783988,1745410498.4789755,4,left,2025-04-23T12:14:57Z,46,dark,light,black,black,NA,fawn,female,17.7,656
1745410565.1208053,1745410565.6216433,3,left,2025-04-23T12:16:05Z,46,light,dark,black,black,NA,fawn,female,17.7,656
1745410696.548752,1745410697.049551,3,left,2025-04-23T12:18:16Z,3,light,dark,black,black,Magpie,wt,male,NA,1879
1745410867.2769752,1745410867.7777226,4,right,2025-04-23T12:21:07Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1745411059.1652594,1745411059.6655636,2,left,2025-04-23T12:24:19Z,1,dark,light,white,white,Cow,wt,male,18.4,2506
1745411126.9496975,1745411127.4504063,2,left,2025-04-23T12:25:26Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745411167.499281,1745411167.9995787,2,left,2025-04-23T12:26:07Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745411186.1106937,1745411186.6116211,1,left,2025-04-23T12:26:26Z,2,light,dark,white,white,Sheep,bc,male,20.8,2496
1745411259.2462263,1745411259.746976,2,right,2025-04-23T12:27:39Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745411330.269566,1745411330.7703314,2,left,2025-04-23T12:28:50Z,29,dark,light,white,white,Spadefish,wt,male,17.1,987
1745411344.171486,1745411344.672581,2,left,2025-04-23T12:29:04Z,20,dark,light,white,white,NA,cfw,male,21.4,1027
1745411352.6910813,1745411353.192132,1,left,2025-04-23T12:29:12Z,25,light,dark,white,white,PiedBat,wt,male,18.1,996
1745411373.4585571,1745411373.9593475,1,left,2025-04-23T12:29:33Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745411377.5633628,1745411378.0636604,2,right,2025-04-23T12:29:37Z,14,dark,light,white,white,Badger,bc,male,20.3,1081
1745411728.356507,1745411728.8567991,2,right,2025-04-23T12:35:28Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745412186.4171104,1745412186.917879,2,left,2025-04-23T12:43:06Z,33,dark,light,white,white,Moth-Man II,pied,male,19.3,685
1745412458.6591742,1745412459.1601524,1,left,2025-04-23T12:47:38Z,42,light,dark,white,white,Tapir,wt,female,18.8,663
1745412462.226373,1745412462.726659,1,right,2025-04-23T12:47:42Z,4,light,dark,white,white,Ptarmigan,cfw,female,18.1,1879
1745412464.778988,1745412465.2798245,2,right,2025-04-23T12:47:44Z,12,dark,light,white,white,Panda,fawn,female,20,1104
1745413061.944114,1745413062.44503,8,left,2025-04-23T12:57:41Z,47,dark,dark,black,white,Swan,cfw,female,16.7,656
1745413063.5884564,1745413064.0887468,7,left,2025-04-23T12:57:43Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1745413094.7527652,1745413095.2530594,7,left,2025-04-23T12:58:14Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1745414004.041689,1745414004.541986,7,left,2025-04-23T13:13:24Z,24,light,light,black,white,Kingsnakes,wt,male,20.7,1003
1745414019.9929397,1745414020.4932373,7,left,2025-04-23T13:13:39Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1745414025.165065,1745414025.6658218,8,left,2025-04-23T13:13:45Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1745414142.9292483,1745414143.4295492,7,left,2025-04-23T13:15:42Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1745414212.762498,1745414213.2632709,8,left,2025-04-23T13:16:52Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1745414224.93848,1745414225.4392304,7,left,2025-04-23T13:17:04Z,22,light,light,black,white,Zebra,wt,male,19.1,1023
1745414369.084952,1745414369.5857246,3,left,2025-04-23T13:19:29Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1745414883.6165135,1745414884.1171248,4,left,2025-04-23T13:28:03Z,58,dark,light,black,black,NA,cfw,male,NA,623
1745414910.3713188,1745414910.8718238,4,left,2025-04-23T13:28:30Z,37,dark,light,black,black,Anthony Eden,cfw,female,16.4,676
1745414987.0414872,1745414987.5417871,4,left,2025-04-23T13:29:47Z,16,dark,light,black,black,Lemur,lb,male,17.3,1052
1745414989.4567304,1745414989.957023,3,left,2025-04-23T13:29:49Z,52,light,dark,black,black,Trumpet,cfw,male,20.9,645
1745414999.0804665,1745414999.5811443,4,left,2025-04-23T13:29:59Z,33,dark,light,black,black,Moth-Man II,pied,male,19.3,685
1745415015.4736176,1745415015.9743762,4,right,2025-04-23T13:30:15Z,2,dark,light,black,black,Sheep,bc,male,20.8,2496
1745415067.347221,1745415067.8475502,3,right,2025-04-23T13:31:07Z,33,light,dark,black,black,Moth-Man II,pied,male,19.3,685
1745415152.4708238,1745415152.9711275,4,right,2025-04-23T13:32:32Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1745415347.602283,1745415348.1030462,3,left,2025-04-23T13:35:47Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1745415448.6562412,1745415449.157134,4,right,2025-04-23T13:37:28Z,20,dark,light,black,black,NA,cfw,male,21.4,1027
1745415943.0268528,1745415943.527614,4,right,2025-04-23T13:45:43Z,16,dark,light,black,black,Lemur,lb,male,17.3,1052
1745415950.31406,1745415950.8150177,4,right,2025-04-23T13:45:50Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1745415957.392959,1745415957.8933833,3,left,2025-04-23T13:45:57Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1745416236.1910338,1745416236.6913702,1,left,2025-04-23T13:50:36Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745416239.318723,1745416239.8190207,1,left,2025-04-23T13:50:39Z,45,light,dark,white,white,Beluga,cfw,male,14.7,656
1745416279.8763356,1745416280.3779569,2,left,2025-04-23T13:51:19Z,46,dark,light,white,white,NA,fawn,female,17.7,656
1745416915.3008182,1745416915.8022292,2,left,2025-04-23T14:01:55Z,22,dark,light,white,white,Zebra,wt,male,19.1,1023
1745416940.5792904,1745416941.0802789,2,right,2025-04-23T14:02:20Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745417226.476591,1745417226.976891,1,left,2025-04-23T14:07:06Z,14,light,dark,white,white,Badger,bc,male,20.3,1081
1745417261.5240517,1745417262.026797,2,left,2025-04-23T14:07:41Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745417328.9911366,1745417329.4914343,1,left,2025-04-23T14:08:48Z,25,light,dark,white,white,PiedBat,wt,male,18.1,996
1745418030.6946206,1745418031.1949167,1,left,2025-04-23T14:20:30Z,33,light,dark,white,white,Moth-Man II,pied,male,19.3,685
1745418413.8073308,1745418414.3083503,4,left,2025-04-23T14:26:53Z,10,dark,light,black,black,Penguin,NA,male,19.8,1296
1745418835.2025254,1745418835.7031229,4,right,2025-04-23T14:33:55Z,47,dark,light,black,black,Swan,cfw,female,16.7,656
1745418937.4727235,1745418937.9730194,4,right,2025-04-23T14:35:37Z,31,dark,light,black,black,NA,cfw,male,16.8,686
1745419232.7505405,1745419233.2513185,4,left,2025-04-23T14:40:32Z,40,dark,light,black,black,Cottonmouth,wt,male,18.3,664
1745419236.1127837,1745419236.6130714,3,left,2025-04-23T14:40:36Z,10,light,dark,black,black,Penguin,NA,male,19.8,1296
1745419299.8892517,1745419300.390035,4,right,2025-04-23T14:41:39Z,54,dark,light,black,black,NA,wt,male,NA,639
1745419445.3067818,1745419445.8073332,4,left,2025-04-23T14:44:05Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1745419471.3174756,1745419471.8182397,3,left,2025-04-23T14:44:31Z,33,light,dark,black,black,Moth-Man II,pied,male,19.3,685
1745419595.9675615,1745419596.4678564,4,left,2025-04-23T14:46:35Z,7,dark,light,black,black,Left,wt,male,14.7,1633
1745419597.9868977,1745419598.495251,4,right,2025-04-23T14:46:37Z,4,dark,light,black,black,Ptarmigan,cfw,female,18.1,1879
1745419622.357023,1745419622.8575635,3,left,2025-04-23T14:47:02Z,31,light,dark,black,black,NA,cfw,male,16.8,686
1745419637.5658178,1745419638.0666044,4,left,2025-04-23T14:47:17Z,45,dark,light,black,black,Beluga,cfw,male,14.7,656
1745419858.9424143,1745419859.4431837,8,left,2025-04-23T14:50:58Z,52,dark,dark,black,white,Trumpet,cfw,male,20.9,645
1745420806.0367837,1745420806.5375075,7,right,2025-04-23T15:06:46Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1745421077.928149,1745421078.428459,8,left,2025-04-23T15:11:17Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1745421396.9767587,1745421397.4777102,7,left,2025-04-23T15:16:36Z,34,light,light,black,white,Orca,wt,female,17.8,684
1745421731.1645243,1745421731.6648235,5,left,2025-04-23T15:22:11Z,49,light,light,white,black,Huskey,fawn,female,17.3,655
1745421828.25486,1745421828.755636,6,left,2025-04-23T15:23:48Z,NA,dark,dark,white,black,NA,NA,NA,NA,NA
1745421853.5028267,1745421854.003127,5,right,2025-04-23T15:24:13Z,31,light,light,white,black,NA,cfw,male,16.8,686
1745422857.776758,1745422858.277456,6,left,2025-04-23T15:40:57Z,52,dark,dark,white,black,Trumpet,cfw,male,20.9,645
1745423296.330106,1745423296.8308768,5,left,2025-04-23T15:48:16Z,35,light,light,white,black,NA,cfw,female,16.7,684
1745423380.77945,1745423381.2805555,6,left,2025-04-23T15:49:40Z,NA,dark,dark,white,black,NA,NA,NA,NA,NA
1745423383.321378,1745423383.8216653,5,left,2025-04-23T15:49:43Z,55,light,light,white,black,NA,cfw,female,NA,639
1745423789.7889662,1745423790.2898242,5,left,2025-04-23T15:56:29Z,9,light,light,white,black,Entrance,cfw,female,19.6,1353
1745424088.1750512,1745424088.675835,2,right,2025-04-23T16:01:28Z,20,dark,light,white,white,NA,cfw,male,21.4,1027
1745424099.545452,1745424100.0463648,2,left,2025-04-23T16:01:39Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745424171.4242544,1745424171.925212,2,left,2025-04-23T16:02:51Z,52,dark,light,white,white,Trumpet,cfw,male,20.9,645
1745424355.6594625,1745424356.1604128,2,left,2025-04-23T16:05:55Z,54,dark,light,white,white,NA,wt,male,NA,639
1745424369.006561,1745424369.5068822,1,left,2025-04-23T16:06:09Z,31,light,dark,white,white,NA,cfw,male,16.8,686
1745424617.8675032,1745424618.3677988,2,left,2025-04-23T16:10:17Z,1,dark,light,white,white,Cow,wt,male,18.4,2506
1745424762.0351405,1745424762.5354412,2,right,2025-04-23T16:12:42Z,20,dark,light,white,white,NA,cfw,male,21.4,1027
1745424771.955785,1745424772.456844,2,left,2025-04-23T16:12:51Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745424776.561797,1745424777.0620914,2,left,2025-04-23T16:12:56Z,50,dark,light,white,white,Skunk,wt,male,24.7,649
1745424810.1645763,1745424810.664864,1,left,2025-04-23T16:13:30Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745424888.2970414,1745424888.7978122,2,left,2025-04-23T16:14:48Z,46,dark,light,white,white,NA,fawn,female,17.7,656
1745498271.3820362,1745498271.8828783,7,right,2025-04-24T12:37:51Z,4,light,light,black,white,Ptarmigan,cfw,female,18.1,1879
1745498273.8879733,1745498274.3882706,7,right,2025-04-24T12:37:53Z,31,light,light,black,white,NA,cfw,male,16.8,686
1745498668.4704292,1745498668.9712565,7,left,2025-04-24T12:44:28Z,20,light,light,black,white,NA,cfw,male,21.4,1027
1745498742.7008832,1745498743.201679,8,right,2025-04-24T12:45:42Z,44,dark,dark,black,white,Polar,cfw,female,17.4,657
1745498771.0774684,1745498771.5777626,7,left,2025-04-24T12:46:11Z,33,light,light,black,white,Moth-Man II,pied,male,19.3,685
1745498887.5388553,1745498888.0391936,8,right,2025-04-24T12:48:07Z,4,dark,dark,black,white,Ptarmigan,cfw,female,18.1,1879
1745498917.769786,1745498918.2700906,8,left,2025-04-24T12:48:37Z,20,dark,dark,black,white,NA,cfw,male,21.4,1027
1745499027.0783792,1745499027.5786798,8,left,2025-04-24T12:50:27Z,40,dark,dark,black,white,Cottonmouth,wt,male,18.3,664
1745499213.6801667,1745499214.180463,7,right,2025-04-24T12:53:33Z,20,light,light,black,white,NA,cfw,male,21.4,1027
1745499331.0477777,1745499331.5487883,8,right,2025-04-24T12:55:31Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1745500243.890788,1745500244.3910818,4,right,2025-04-24T13:10:43Z,20,dark,light,black,black,NA,cfw,male,21.4,1027
1745500274.1177752,1745500274.618285,4,right,2025-04-24T13:11:14Z,20,dark,light,black,black,NA,cfw,male,21.4,1027
1745500392.214655,1745500392.7149498,3,right,2025-04-24T13:13:12Z,1,light,dark,black,black,Cow,wt,male,18.4,2506
1745500424.028997,1745500424.529291,3,left,2025-04-24T13:13:44Z,3,light,dark,black,black,Magpie,wt,male,NA,1879
1745500454.6890066,1745500455.1893008,3,left,2025-04-24T13:14:14Z,25,light,dark,black,black,PiedBat,wt,male,18.1,996
1745500698.360009,1745500698.8608088,3,left,2025-04-24T13:18:18Z,7,light,dark,black,black,Left,wt,male,14.7,1633
1745500836.9293563,1745500837.4296582,3,left,2025-04-24T13:20:36Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1745501060.2245977,1745501060.7253945,4,left,2025-04-24T13:24:20Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1745501363.6533186,1745501364.1540902,4,left,2025-04-24T13:29:23Z,1,dark,light,black,black,Cow,wt,male,18.4,2506
1745501376.147987,1745501376.6482828,4,left,2025-04-24T13:29:36Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1745501488.4365432,1745501488.9368412,3,left,2025-04-24T13:31:28Z,59,light,dark,black,black,NA,pied,female,NA,617
1745501517.6994567,1745501518.200503,4,right,2025-04-24T13:31:57Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1745501520.8104703,1745501521.3107495,4,left,2025-04-24T13:32:00Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1745502727.064867,1745502727.565317,1,left,2025-04-24T13:52:07Z,1,light,dark,white,white,Cow,wt,male,18.4,2506
1745502739.5508003,1745502740.0517037,1,right,2025-04-24T13:52:19Z,12,light,dark,white,white,Panda,fawn,female,20,1104
1745502786.6379466,1745502787.138276,1,left,2025-04-24T13:53:06Z,1,light,dark,white,white,Cow,wt,male,18.4,2506
1745502816.0434678,1745502816.5441575,2,left,2025-04-24T13:53:36Z,56,dark,light,white,white,NA,wt,female,NA,638
1745502834.2877188,1745502834.788129,1,left,2025-04-24T13:53:54Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745503015.1535692,1745503015.653944,2,left,2025-04-24T13:56:55Z,33,dark,light,white,white,Moth-Man II,pied,male,19.3,685
1745503268.288125,1745503268.7886405,2,left,2025-04-24T14:01:08Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745503637.0508392,1745503637.551212,2,right,2025-04-24T14:07:17Z,51,dark,light,white,white,Puffin,wt,male,NA,645
1745503997.273776,1745503997.774075,1,right,2025-04-24T14:13:17Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745505197.4372544,1745505197.937549,5,left,2025-04-24T14:33:17Z,14,light,light,white,black,Badger,bc,male,20.3,1081
1745505381.0929415,1745505381.59324,6,left,2025-04-24T14:36:21Z,25,dark,dark,white,black,PiedBat,wt,male,18.1,996
1745505524.9545264,1745505525.4548523,6,left,2025-04-24T14:38:44Z,NA,dark,dark,white,black,NA,NA,NA,NA,NA
1745505908.1361687,1745505908.6365566,3,left,2025-04-24T14:45:08Z,40,light,dark,black,black,Cottonmouth,wt,male,18.3,664
1745505910.668324,1745505911.1686077,3,left,2025-04-24T14:45:10Z,9,light,dark,black,black,Entrance,cfw,female,19.6,1353
1745505990.6149912,1745505991.115286,4,left,2025-04-24T14:46:30Z,14,dark,light,black,black,Badger,bc,male,20.3,1081
1745506105.033849,1745506105.5346138,4,right,2025-04-24T14:48:25Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1745506348.4550245,1745506348.9553196,3,left,2025-04-24T14:52:28Z,20,light,dark,black,black,NA,cfw,male,21.4,1027
1745506398.2458403,1745506398.7461357,3,left,2025-04-24T14:53:18Z,14,light,dark,black,black,Badger,bc,male,20.3,1081
1745506587.222095,1745506587.722436,4,left,2025-04-24T14:56:27Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1745506870.9532354,1745506871.454008,4,left,2025-04-24T15:01:10Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1745507354.704239,1745507355.204536,3,right,2025-04-24T15:09:14Z,20,light,dark,black,black,NA,cfw,male,21.4,1027
1745508378.3827715,1745508378.88387,2,right,2025-04-24T15:26:18Z,31,dark,light,white,white,NA,cfw,male,16.8,686
1745508381.57165,1745508382.0720513,2,right,2025-04-24T15:26:21Z,51,dark,light,white,white,Puffin,wt,male,NA,645
1745508936.9797,1745508937.480074,2,right,2025-04-24T15:35:36Z,1,dark,light,white,white,Cow,wt,male,18.4,2506
1745508951.726573,1745508952.226866,1,left,2025-04-24T15:35:51Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745509085.5185628,1745509086.0188596,1,left,2025-04-24T15:38:05Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745509400.8985622,1745509401.3989322,1,left,2025-04-24T15:43:20Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745511408.6375537,1745511409.1378531,2,left,2025-04-24T16:16:48Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745511556.9899874,1745511557.4902852,1,left,2025-04-24T16:19:16Z,7,light,dark,white,white,Left,wt,male,14.7,1633
1745511585.3361611,1745511585.8364625,2,left,2025-04-24T16:19:45Z,42,dark,light,white,white,Tapir,wt,female,18.8,663
1745573477.7235923,1745573478.2244034,7,left,2025-04-25T09:31:17Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1745574010.0141766,1745574010.5145454,8,left,2025-04-25T09:40:10Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1745574125.5832183,1745574126.084042,8,left,2025-04-25T09:42:05Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1745574182.219411,1745574182.720151,8,left,2025-04-25T09:43:02Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1745574322.1448257,1745574322.6456003,8,left,2025-04-25T09:45:22Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1745574325.570635,1745574326.0710108,7,left,2025-04-25T09:45:25Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1745574775.6449,1745574776.1456594,8,right,2025-04-25T09:52:55Z,39,dark,dark,black,white,Collie,wt,female,18.3,664
1745574780.299441,1745574780.799734,7,right,2025-04-25T09:53:00Z,1,light,light,black,white,Cow,wt,male,18.4,2506
1745575008.895864,1745575009.396165,7,left,2025-04-25T09:56:48Z,14,light,light,black,white,Badger,bc,male,20.3,1081
1745575361.1703289,1745575361.6706214,1,left,2025-04-25T10:02:41Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745575422.8295176,1745575423.329873,1,left,2025-04-25T10:03:42Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745575436.716113,1745575437.216403,2,left,2025-04-25T10:03:56Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745575444.4855597,1745575444.985901,2,left,2025-04-25T10:04:04Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745575857.5033867,1745575858.003864,2,left,2025-04-25T10:10:57Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745575875.7253442,1745575876.2257054,1,left,2025-04-25T10:11:15Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745576231.386927,1745576231.887687,2,left,2025-04-25T10:17:11Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745576385.8487773,1745576386.3492646,1,left,2025-04-25T10:19:45Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745576585.150066,1745576585.6509397,1,left,2025-04-25T10:23:05Z,54,light,dark,white,white,NA,wt,male,NA,639
1745577177.5186374,1745577178.0189302,4,left,2025-04-25T10:32:57Z,1,dark,light,black,black,Cow,wt,male,18.4,2506
1745577207.8774598,1745577208.3777544,4,left,2025-04-25T10:33:27Z,25,dark,light,black,black,PiedBat,wt,male,18.1,996
1745577215.207256,1745577215.7080004,3,left,2025-04-25T10:33:35Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1745577242.204073,1745577242.7048926,4,left,2025-04-25T10:34:02Z,40,dark,light,black,black,Cottonmouth,wt,male,18.3,664
1745577304.5089426,1745577305.0092342,4,left,2025-04-25T10:35:04Z,40,dark,light,black,black,Cottonmouth,wt,male,18.3,664
1745577345.870587,1745577346.3711307,3,left,2025-04-25T10:35:45Z,40,light,dark,black,black,Cottonmouth,wt,male,18.3,664
1745577639.4838982,1745577639.98419,3,left,2025-04-25T10:40:39Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1745577734.000739,1745577734.50149,4,left,2025-04-25T10:42:14Z,3,dark,light,black,black,Magpie,wt,male,NA,1879
1745578033.2802825,1745578033.780578,3,left,2025-04-25T10:47:13Z,9,light,dark,black,black,Entrance,cfw,female,19.6,1353
1745578071.6324663,1745578072.1330178,3,left,2025-04-25T10:47:51Z,40,light,dark,black,black,Cottonmouth,wt,male,18.3,664
1745578231.5328894,1745578232.0355418,3,left,2025-04-25T10:50:31Z,3,light,dark,black,black,Magpie,wt,male,NA,1879
1745578255.2324028,1745578255.7331598,4,left,2025-04-25T10:50:55Z,1,dark,light,black,black,Cow,wt,male,18.4,2506
